Statement,Content,Publication,Read_Time,Date,Year,Claps,comments,tag
All Blockchain Magic comes with a Price,,,5 min read,"Mar 1,",2020.0,1.1K,3 responses,Crytography
An Artist’s Dictionary for the Blockchain,,XLNT,12 min read,"Apr 3,",2018.0,473,,Crytography
N1CE: A blockchain experts community,The main purpose of the N1CE project is to create a community-driven web platform to empower…,,3 min read,Jun 21,,559,6 responses,Crytography
Wasm for Blockchain 2019,14 hours of content compressed into a 20 min read.,NEAR Protocol,21 min read,"Jul 11,",2019.0,628,,Crytography
AllianceBridge Introduces Seamless and Fully Decentralized Interoperability Between Blockchains,,,7 min read,Jul 12,,2.2K,1 response,Crytography
Hyperledger — Chapter 3| When to use the Blockchain Technology,In the 90s adding a “.com” to your company name had a positive impact on your share prices. 74% to be precise in the first 10 days of announcement*. Something similar is happening in the decentralised world. This post will…,The Startup,7 min read,"Apr 26,",2018.0,415,2 responses,Crytography
Using Blockchain Technology to Boost Cyber Security,,HackerNoon.com,8 min read,"Aug 17,",2017.0,425,2 responses,Crytography
Blockchain Enabled Carbon Credit Markets,,,17 min read,"Sep 12,",2019.0,432,,Crytography
Smart Dubai — World’s First Blockchain-powered Government Initiative,,Technicity,4 min read,"Sep 25,",2018.0,544,6 responses,Crytography
Trading the First Tomatoes on the Blockchain,,Bancor,3 min read,"Aug 9,",2018.0,1.2K,5 responses,Crytography
The Railway Transport Moves Towards Using Blockchain Technology,"On 15 February, within the Russian Investment Forum in Sochi, a memorandum of cooperation was signed between Novotrans, one of the largest railway rolling stock operators in Russia and the CIS, and Universa Blockchain…",UniversaBlockchain,2 min read,"Feb 19,",2018.0,1.1K,,Crytography
Some thoughts on blockchain governance,,,1 min read,"Jun 1,",2017.0,115,2 responses,Crytography
A Summary of My Work On Blockchain-Based Economic Coordination,,,3 min read,"Feb 17,",2017.0,255,,Crytography
Blockchain: quel impact pour le secteur de la gestion d’actifs?,,Ledgity,3 min read,"Oct 25,",2018.0,403,,Crytography
Blockchain in Education,"In all of the world’s developed countries, the field of education is a central focus. This is due to the fact that the future of other important areas, including science, medicine, agriculture, industry and almost all others, is dependent on the country’s education levels.",UniversaBlockchain,6 min read,"May 23,",2018.0,431,4 responses,Crytography
What is a blockchain operating system and what are the benefits? Introducing Overledger from Quant Network.,,,16 min read,"Sep 8,",2019.0,1.4K,,Crytography
Our decentralised future? A blockchain primer,The blockchain winter is thawing. We offer an accessible introduction to an…,,17 min read,"Nov 25,",2019.0,346,,Crytography
La Regulación del Blockchain y sus Desafíos,,Astec,1 min read,"Feb 18,",2019.0,96,,Crytography
Blockchain @ Berkeley + IOTA,,IOTA,8 min read,"May 29,",2017.0,612,3 responses,Crytography
Introducing Blockchain for India — $50 Million fund backed by WazirX & Binance,,WazirX,2 min read,"Mar 17,",2020.0,276,3 responses,Crytography
#NeverSell — Borrow USD with your Crypto in the Blockchain.com Wallet,,@blockchain,2 min read,"Mar 10,",2020.0,288,2 responses,Crytography
2017 Was the Year of Blockchain Awareness. 2018 Is the Year of Adoption,,,5 min read,"Jan 14,",2018.0,473,,Crytography
What makes blockchains secure? (2/5),"In the first post of this series, we discussed the definition of Nakamoto consensus and how the…",Gauntlet,17 min read,"May 23,",2018.0,336,2 responses,Crytography
The Power of Blockchain & Its Compelling Use Cases,,Technicity,7 min read,"Sep 28,",2018.0,621,4 responses,Crytography
Blockchains and constitutional catallaxy: an EOS case study,,,4 min read,"Sep 5,",2018.0,408,1 response,Crytography
The End-Games of Blockchain,,,5 min read,"May 12,",2018.0,498,3 responses,Crytography
"Making Blockchain Mainstream: Tokoin Campus Meetups & TokoKnights, Educating 67% Who…",,,4 min read,"Feb 24,",2020.0,248,,Crytography
How Blockchain Technology can transform the healthcare sector?,,The Startup,9 min read,"Apr 27,",2018.0,485,5 responses,Crytography
"US$150,000 in prizes for Alpha Inaugural event in “REVV Racing” blockchain game by Animoca Brands",,,5 min read,Jul 9,,645,1 response,Crytography
Exporting and Analyzing Ethereum Blockchain,There are many cases when you want to export Ethereum data to the csv format and run…,,7 min read,"May 10,",2018.0,299,11 responses,Crytography
"VeChain, Together With DNV, Enables Renji Hospital To Launch The World’s First Blockchain-based IVF Service App —…",,VeChain Foundation,5 min read,Jun 2,,565,2 responses,Crytography
Why We’re Introducing the Theta Token & Blockchain to Revolutionize Video Delivery,"I remember a particular commercial from the 1990’s when the Web was young, and video over the internet was a thing of the near future. In this commercial, a traveler pulls up to a lonely…",Theta Network,6 min read,"Nov 21,",2017.0,807,1 response,Crytography
Blockchain Platforms: Should I Build on Bitcoin or Ethereum or Cardano or…,,The Challenge,4 min read,"Aug 17,",2019.0,331,1 response,Crytography
"Blockchain Scaling Solutions Explained: The Lightning Network, Raiden Network, and Plasma",,ICO Alert,5 min read,"Jan 10,",2018.0,323,3 responses,Crytography
The Blockchain in Education,,Learning Machine is now Hyland Credentials,8 min read,"Jan 30,",2018.0,232,1 response,Crytography
Berkeley Blockchain Xcelerator Selects Several Polkadot-related Projects for the 2021 Cohort,,Polkadot Network,3 min read,Mar 29,,251,1 response,Crytography
On usability of blockchain applications,,NEAR Protocol,9 min read,"Apr 18,",2019.0,729,1 response,Crytography
POLKER — First Blockchain Online Poker Game Built On Unreal Engine 4,,,4 min read,May 13,,2K,14 responses,Crytography
Decentralization and Blockchain — Why You Should Choose A New Ride-Hail Option,,DRIFE,3 min read,Jul 22,,377,,Crytography
A new and improved Blockchain.com Wallet,"Over the past few months, we’ve worked to create new products and features that make the…",@blockchain,3 min read,Jul 28,,317,4 responses,Crytography
The Dangers of Blockchain-Enabled “Immunity Passports” for COVID-19,,Berkman Klein Center Collection,16 min read,"May 18,",2020.0,416,3 responses,Crytography
"To Understand Blockchains, You Should Understand Cryptographic Hashes First",,Vandal Press,9 min read,"Sep 19,",2017.0,287,,Crytography
OpenZeppelin: a New Standard for Secure Blockchain Applications,"Blockchain technology holds the great promise of enabling decentralized protocols, applications and organizations. Much of this enthusiasm is driven by Bitcoin and Ethereum, the main software platforms where these are…",Zeppelin Blog,3 min read,"Sep 15,",2016.0,283,4 responses,Crytography
Forget erasure: why blockchain is really incompatible with the GDPR,,Berkman Klein Center Collection,6 min read,"Sep 23,",2019.0,270,8 responses,Crytography
Everything you need to know about Blockchain: Part One,,The Startup,7 min read,"Jan 16,",2018.0,381,,Crytography
VeChainThor Blockchain Empowers the Lifecycle Management of Premium Beef Produced in Australia With VeChain ToolChain…,,VeChain Foundation,5 min read,"Jul 24,",2019.0,850,2 responses,Crytography
A Framework for Blockchain Investing,My roots in the crypto community go way back to a significant stint at RSA Security where I had…,Applied Crypto Ventures,13 min read,"Dec 12,",2017.0,238,1 response,Crytography
A Deeper Look Into Microsoft’s Stack to Bring Tokenization to Enterprise Blockchain Applications,,Coinmonks,6 min read,"Nov 6,",2019.0,190,,Crytography
What is the blockchain and why it goes way beyond Bitcoin?,,,6 min read,"Jul 3,",2018.0,787,,Crytography
Matrix and the Blockchain Based Smart Hospital Program,,,4 min read,"Jul 25,",2020.0,1K,1 response,Crytography
2020 US Crypto Taxes,,@blockchain,3 min read,Mar 11,,218,7 responses,Crytography
2021 Hashed Blockchain & Crypto Market Predictions,,Hashed Team Blog,12 min read,Jan 7,,294,,Crytography
Reef Finance releases Reef Chain Testnet a blockchain for DeFi,,Reef Finance,3 min read,Mar 31,,624,1 response,Crytography
The Most Significant Future Risk Around Blockchain: ECDSA … and Meet IOTA,,ASecuritySite: When Bob Met Alice,8 min read,"Oct 3,",2018.0,1.1K,4 responses,Crytography
Trust-less governance is the killer app of blockchain technology,,Mission.org,9 min read,"Jan 2,",2018.0,444,1 response,Crytography
Blockchain — solution for the renewable energy market.,,HackerNoon.com,4 min read,"Oct 13,",2017.0,233,7 responses,Crytography
Aave: The Future of Banking,,Coinmonks,9 min read,Jun 16,,495,,Crytography
Blockmason Link — смарт-контракты для каждого.,,,4 min read,"Mar 14,",2019.0,914,,Crytography
CIRUS Purpose-Built Dual-IDO on ETH L2 — August 17th,,The Cirus Foundation,2 min read,Aug 10,,86,,Crytography
Creating a simple Ethereum Smart Contract in Golang,,Towards Dev,4 min read,Mar 14,,127,,Crytography
Abridged 2020,"To our supportive community, here’s a little summary of where we came from, what we’re building, why we’re building it, and the road…",Abridged,6 min read,"Jan 11,",2020.0,265,,Crytography
Announcing the Umee Testnet on #WaveDay!,We are preparing for a testnet launch which will include opportunities for Community…,Umee,2 min read,Jul 26,,187,,Crytography
THE LANDLORDS — Vol. 004,,League of Kingdoms Official Blog,3 min read,May 6,,75,,Crytography
My 10 Best Friends Are Silicon Valley ₿illionaires. And They Love The Bitcoin Network. [edited],"Hours felt like days. Days felt like months. I couldn’t sleep, I could barely eat — as wild as that may sound, fellow Entrepreneurs are likely very familiar with the…",,5 min read,"Jun 29,",2017.0,13,2 responses,Crytography
How to Create Your Own Real-Time Data Stream in Less Than 10min with no Code Needed,,Streamr,7 min read,"Dec 9,",2019.0,224,,Crytography
Why is Cardano Increasing so Much? Is it Overvalued?,,,5 min read,Aug 14,,33,3 responses,Crytography
Lanit Puts Faith in Blockchain,,UniversaBlockchain,3 min read,"Mar 20,",2018.0,1K,,Crytography
Crypto Currency Dreams. What Hinders the Blockchain Technology Development,This is a translation of Alexander Borodich article published in Forbes. The original can be found here…,UniversaBlockchain,6 min read,"Dec 26,",2017.0,485,3 responses,Crytography
"Don’t Listen to the Mainstream Media on Bitcoin, Blockchain, or… Anything Really",,Blockchain Media,5 min read,"Jan 25,",2016.0,46,3 responses,Crytography
Trade $CLOUT on the Blockchain.com Exchange,"Today, we’re announcing that the Blockchain.com Exchange will be the exclusive…",@blockchain,2 min read,Jun 14,,522,17 responses,Crytography
Presenting Reef Chain - The First DeFi Blockchain on Substrate for DeFi Applications of the Future,,Reef Finance,4 min read,Mar 10,,677,2 responses,Crytography
Naval Ravikant’s inspiring Blockchain tweetstorm,,,3 min read,"Jun 21,",2017.0,370,2 responses,Crytography
Future Governance? Integrating Traditional AI Technology Into the Blockchain Nervous System,,The Internet Computer Review,6 min read,"Mar 21,",2017.0,240,2 responses,Crytography
The Governance of Blockchains,,The Control,6 min read,"Feb 28,",2017.0,127,4 responses,Crytography
"Formal Verification, Virtual Hardware, and Engineering for Blockchains",,Balance,5 min read,"Mar 28,",2019.0,1K,4 responses,Crytography
"Blockchain projesi yapmak istiyorsunuz, ilk adımınız ne olur?",,Bankalararası Kart Merkezi,5 min read,"Feb 24,",2018.0,122,2 responses,Crytography
Platin™ at the Japan Blockchain Conference,,,2 min read,"Jul 4,",2018.0,1.4K,1 response,Crytography
Programming Languages Used in Blockchain,One of the most common questions related to blockchain is which programming languages are…,,2 min read,"Oct 19,",2019.0,822,1 response,Crytography
The Cryptocurrency Endgame,,@blockchain,16 min read,"Jul 7,",2020.0,286,2 responses,Crytography
ICON 2.0: Introducing a new blockchain software architecture based on Go,,Hello ICON World,7 min read,"Sep 17,",2020.0,1.1K,1 response,Crytography
Cardano: A Blockchain with Privacy and Regulation.,,,6 min read,"Apr 18,",2017.0,290,6 responses,Crytography
Game Theory and Blockchain,,,5 min read,"Jan 6,",2018.0,539,1 response,Crytography
API calls on Blockchain; best practices for data collection,,Towards Data Science,9 min read,"May 12,",2020.0,334,,Crytography
Blockchain & Sustainability,,crypto3conomics,14 min read,"Aug 11,",2018.0,256,8 responses,Crytography
Jim Messina to Join Blockchain.com’s Board of Directors,,@blockchain,2 min read,Mar 10,,308,6 responses,Crytography
The Blockchain UX,,The Startup,5 min read,"Jan 17,",2018.0,464,,Crytography
ERC-20 Token Basics For Crypto Beginners,,CryptoWise,6 min read,Jun 18,,69,,Crytography
"How Vera Will Evolve NFTs for Use With Real-World, Physical Assets",,Vera,4 min read,Aug 5,,87,,Crytography
Is It Too Late to Earn Money Mining Helium?,"Helium mining is currently very profitable, but will that last?",Level Up Coding,9 min read,Jul 22,,72,,Crytography
Star Atlas Partners With Unicly To Offer Fractionalized NFTs,,Star Atlas,3 min read,Apr 3,,71,,Crytography
Polkacity Game Summary&Progress,Game Concept,,5 min read,Aug 27,,460,,Crytography
Why Proof-of-Work Is Not Viable in the Long-Term,,Logos Network,22 min read,"Feb 20,",2019.0,79,2 responses,Crytography
A Comprehensive Guide to CryptoArte Paintings,,Coinmonks,6 min read,Mar 27,,77,1 response,Crytography
DAO Accounting,,VeriLedger,9 min read,"Aug 8,",2019.0,108,,Crytography
REST/Ws vs FIX for crypto trading,"First of all, I don’t want to start yet another holy war of what is good and bad. Everything below…",,4 min read,"Mar 19,",2019.0,61,2 responses,Crytography
Hiding Vault x Compound,,KeeperDAO,7 min read,Jul 19,,129,,Crytography
Crypto/Bitcoin Trading Bot in Python — July 2018 Update,"I first began coding a crypto / Bitcoin trading bot in Python in April 2018 as a way to automate my trades of cryptocurrency in a way that is data-based to consistently return a profit, and maintained a youtube channel of the coding…",,5 min read,"Jul 13,",2018.0,329,2 responses,Crytography
Blockchain y el Futuro de los Notarios,,Astec,4 min read,"Mar 5,",2020.0,67,3 responses,Crytography
"Welcoming Lane Kasselman, Blockchain.com’s First Chief Business Officer",,@blockchain,2 min read,Mar 1,,250,5 responses,Crytography
